"uniprot","symbol","degree"
"P25685","DNAJB1",1
"Q6ZWB6","KCTD8",1
"O60235","TMPRSS11D",1
"Q6JEL2","KLHL10",1
"Q14541","HNF4G",1
"P01036","CST4",1
"O75330","HMMR",1
"P32121","ARRB2",1
"Q6NSI4","RADX",1
"Q8WYN0","ATG4A",1
"P09972","ALDOC",1
"Q9P107","GMIP",1
"Q8TCX1","DYNC2LI1",1
"Q9UBW5","BIN2",1
"Q7Z6K4","NRARP",1
"P09172","DBH",1
"P14868","DARS1",1
"Q8WUB8","PHF10",1
"Q6UUV9","CRTC1",1
"O75391","SPAG7",1
"Q5FWF7","FBXO48",1
"Q8IW93","ARHGEF19",1
"Q6VAB6","KSR2",1
"Q6UXS0",NA,1
"P00749","PLAU",1
"Q07960","ARHGAP1",1
"Q9UKI2","CDC42EP3",1
"O60479","DLX3",1
"O15318","POLR3G",1
"Q96CC6","RHBDF1",1
"Q8IYU2","HACE1",1
"Q8ND30","PPFIBP2",1
"Q92681","RSC1A1",1
"Q14689","DIP2A",1
"Q5HYK9","ZNF667",1
"O75553","DAB1",1
"P51610","HCFC1",1
"Q8IVF7","FMNL3",1
"Q8TD86","CALML6",1
"Q9BWX1","PHF7",1
"Q8TCS8","PNPT1",1
"P46937","YAP1",1
"Q13542","EIF4EBP2",1
"Q13772","NCOA4",1
"Q6UVY6","MOXD1",1
"Q86UA1","PRPF39",1
"Q9BU70","TRMO",1
"Q9BW83","IFT27",1
"Q3SYB3","FOXD4L6",1
"P33552","CKS2",1
"Q9H7P9","PLEKHG2",1
"P53609","PGGT1B",1
"Q8WU10","PYROXD1",1
"Q9Y2H5","PLEKHA6",1
"Q5JSS6","MEIG1",1
"P56211","ARPP19",1
"Q8WW38","ZFPM2",1
"Q8IWV1","LAX1",1
"P49902","NT5C2",1
"Q5VWP3","MLIP",1
"Q9BT67","NDFIP1",1
"Q8WU90","ZC3H15",1
"Q92783","STAM",1
"Q15796","SMAD2",1
"Q5JT82","KLF17",1
"Q9H0Y0","ATG10",1
"Q8NEZ2","VPS37A",1
"Q6P4R8","NFRKB",1
"O95684","CEP43",1
"Q6NXT1","ANKRD54",1
"Q9UKS7","IKZF2",1
"Q86YS3","RAB11FIP4",1
"Q8NI29","FBXO27",1
"Q13685","AAMP",1
"Q9GZZ9","UBA5",1
"O75832","PSMD10",1
"Q92995","USP13",1
"Q9Y2J2","EPB41L3",1
"Q86WG3","ATCAY",1
"P35659","DEK",1
"Q4G0Z9","MCMDC2",1
"Q96QZ7","MAGI1",1
"Q8IY92","SLX4",1
"Q8IYJ3","SYTL1",1
"Q9BQE6","LBHD1",1
"P49642","PRIM1",1
"Q9Y508","RNF114",1
"Q96CX2","KCTD12",1
"Q5VVJ2","MYSM1",1
"Q7L9L4","MOB1B",1
"Q9UJG1","MOSPD1",1
"O75695","RP2",1
"P31269","HOXA9",1
"P60006","ANAPC15",1
"Q8TAI7","RHEBL1",1
"P06748","NPM1",1
"Q9HAU0","PLEKHA5",1
"Q9HBF4","ZFYVE1",1
"P51665","PSMD7",1
"P51124","GZMM",1
"P08134","RHOC",1
"P09093","CELA3A",1
"Q69YW2","STUM",1
"Q9UM00","TMCO1",1
"Q9NY61","AATF",1
"Q96KP1","EXOC2",1
"P29377","S100G",1
"Q13442","PDAP1",1
"Q15750","TAB1",1
"Q92563","SPOCK2",1
"O15127","SCAMP2",1
"O75915","ARL6IP5",1
"O95196","CSPG5",1
"P08319","ADH4",1
"Q15046","KARS1",1
"Q99457","NAP1L3",1
"Q96DB2","HDAC11",1
"Q15223","NECTIN1",1
"Q86SX6","GLRX5",1
"Q9P0M6","MACROH2A2",1
"Q9H3S7","PTPN23",1
"O14958","CASQ2",1
"Q04760","GLO1",1
"Q8IWR0","ZC3H7A",1
"Q96LZ2","MAGEB10",1
"Q16626","MEA1",1
"O15504","NUP42",1
"Q06413","MEF2C",1
"Q9HC23","PROK2",1
"Q86UA6","RPAIN",1
"Q6YFQ2","COX6B2",1
"O95718","ESRRB",1
"Q9NXG0","CNTLN",1
"Q13117","DAZ2",1
"Q9H903","MTHFD2L",1
"Q6IEY1","OR4F3",1
"Q16875","PFKFB3",1
"Q59H18","TNNI3K",1
"P78332","RBM6",1
"P0DPB6","POLR1D",1
"Q99613","EIF3C",1
"Q8NCR3","C11orf65",1
"Q9Y6G5","COMMD10",1
"Q9Y5X4","NR2E3",1
"Q6UVJ0","SASS6",1
"Q8NHS9","SPATA22",1
"Q9BSY4","CHCHD5",1
"Q13617","CUL2",1
"O43583","DENR",1
"Q9UFF9","CNOT8",1
"Q13564","NAE1",1
"Q9Y2H1","STK38L",1
"Q9NV96","TMEM30A",1
"O94919","ENDOD1",1
"Q6IMI6","SULT1C3",1
"Q9NZK7","PLA2G2E",1
"Q7Z4T9","CFAP91",1
"Q9NTW7","ZFP64",1
"Q5VU69","CFAP141",1
"Q7Z403","TMC6",1
"Q14390","GGTLC2",1
"Q6UUV7","CRTC3",1
"A2RTY3","HEATR9",1
"P03999",NA,1
"Q9NVX0","HAUS2",1
"P84243","H3-3A",1
"Q8N6T3","ARFGAP1",1
"O00522","KRIT1",1
"O95628","CNOT4",1
"Q9HBL6","LRTM1",1
"Q66K64","DCAF15",1
"O00421","CCRL2",1
"O15015","ZNF646",1
"P62829","RPL23",1
"Q9NX24","NHP2",1
"Q96KC2","ARL5B",1
"Q9H3M7","TXNIP",1
"P32322","PYCR1",1
"Q96PN7","TRERF1",1
"Q8N0T1","RBIS",1
"Q01813","PFKP",1
"P01185","AVP",1
"Q9NZQ9","TMOD4",1
"Q8IZD2","KMT2E",1
"Q96BD0","SLCO4A1",1
"P22460","KCNA5",1
"Q6ZNR0","TMEM91",1
"Q8N801","STPG4",1
"Q8N3J3","HROB",1
"Q9BYC8","MRPL32",1
"P58743","SLC26A5",1
"Q6NYC1","JMJD6",1
"P10301","RRAS",1
"Q96PE2","ARHGEF17",1
"Q99583","MNT",1
"Q9NY65","TUBA8",1
"P41145","OPRK1",1
"Q9BRQ6","CHCHD6",1
"Q92968","PEX13",1
"Q96RT8","TUBGCP5",1
"Q9HBY0","NOX3",1
"P56539","CAV3",1
"Q9UN37","VPS4A",1
"Q6NZ63","STEAP1B",1
"Q8N127","OR5AS1",1
"P49458","SRP9",1
"P49238","CX3CR1",1
"P49863","GZMK",1
"Q14739","LBR",1
"Q05469","LIPE",1
"Q6P587","FAHD1",1
"Q10589","BST2",1
"Q9BXK1","KLF16",1
"O75829","CNMD",1
"Q07011","TNFRSF9",1
"Q5VTQ0","TTC39B",1
"Q96MU6","ZNF778",1
"Q96ER9","CCDC51",1
"P55268","LAMB2",1
"Q9UHG3","PCYOX1",1
"P0CH99","ZNF705D",1
"Q86X53","ERICH1",1
"Q13156","RPA4",1
"P68366","TUBA4A",1
"Q9NUX5","POT1",1
"O43502","RAD51C",1
"P02818","BGLAP",1
"P55001","MFAP2",1
"O43903","GAS2",1
"Q6PIY7","TENT2",1
"Q5VTY9","HHAT",1
"Q96EW2","HSPBAP1",1
"Q9UKW6","ELF5",1
"Q496H8","NRN1L",1
"Q9NYD6","HOXC10",1
"Q16514","TAF12",1
"Q8IYM9","TRIM22",1
"P0DMR2","SCGB1C2",1
"Q8NC06","ACBD4",1
"Q8IWT0","ZBTB8OS",1
"O76038","SCGN",1
"Q96J42","TXNDC15",1
"Q02790","FKBP4",1
"Q6UW56","ATRAID",1
"Q9NP81","SARS2",1
"Q96IG2","FBXL20",1
"P14061","HSD17B1",1
"Q9BUK6","MSTO1",1
"Q6PGN9","PSRC1",1
"P04899","GNAI2",1
"Q13126","MTAP",1
"Q04609","FOLH1",1
"Q92782","DPF1",1
"Q96DY2","IQCD",1
"Q9UJL9","ZFP69B",1
"Q8N5F7","NKAP",1
"Q13467","FZD5",1
"O43731","KDELR3",1
"Q16671","AMHR2",1
"Q9H867","VCPKMT",1
"Q6UWP8","SBSN",1
"P45844","ABCG1",1
"Q53S99",NA,1
"Q24JQ0","TMEM241",1
"Q01851","POU4F1",1
"Q0VAK6","LMOD3",1
"Q14397","GCKR",1
"O94811","TPPP",1
"Q9Y5Q0","FADS3",1
"Q16625","OCLN",1
"Q92963","RIT1",1
"P0C2L3","FAM163B",1
"Q9HCL2","GPAM",1
"B2RXH4","BTBD18",1
"Q8N1Q8","THEM5",1
"Q8TDN6","BRIX1",1
"P28360","MSX1",1
"Q9Y286","SIGLEC7",1
"Q8NA29","MFSD2A",1
"A6NEL2","SOWAHB",1
"O15432","SLC31A2",1
"Q7Z2G1","H2BW1",1
"Q8WVP7","LMBR1",1
"P31949","S100A11",1
"Q9UKT4","FBXO5",1
"H3BRN8","PIERCE2",1
"Q9GZU3","TMEM39B",1
"Q8IWT1","SCN4B",1
"A0A0B4J2D5",NA,1
"Q9NVD3","SETD4",1
"Q9H816","DCLRE1B",1
"Q9Y535","POLR3H",1
"Q9NY93","DDX56",1
"Q8WVK7","SKA2",1
"Q9H1M3","DEFB129",1
"P28072","PSMB6",1
"Q8NHG7","SVIP",1
"Q9UHM6","OPN4",1
"Q9BPW9","DHRS9",1
"Q8N1A0","KRT222",1
"Q9NWT1","PAK1IP1",1
"Q9UNG2","TNFSF18",1
"Q6P047","C8orf74",1
"Q86YT9","JAML",1
"P01127","PDGFB",1
"P15328","FOLR1",1
"P01562","IFNA1",1
"Q15847","ADIRF",1
"A8MZ97","C2orf74",1
"Q9HBE5","IL21R",1
"P21246","PTN",1
"Q9Y337","KLK5",1
"Q14627","IL13RA2",1
"O14556","GAPDHS",1
"Q7Z404","TMC4",1
"A6NKK0","OR5H1",1
"Q9H0V9","LMAN2L",1
"P25787","PSMA2",1
"Q9GZY0","NXF2",1
"Q8IVV8","NKAIN4",1
"O14921","RGS13",1
"Q8NEB5","PLPP5",1
"Q9UM47","NOTCH3",1
"Q6UX39","AMTN",1
"Q8TCB7","METTL6",1
"P52799","EFNB2",1
"Q6NUK4","REEP3",1
"Q12792","TWF1",1
"Q96NX5","CAMK1G",1
"P46092","CCR10",1
"Q9NP50","SINHCAF",1
"P47813","EIF1AX",1
"Q14626","IL11RA",1
"P26651","ZFP36",1
"P98182","ZNF200",1
"Q13601","KRR1",1
"Q9BX73","TM2D2",1
"Q16363","LAMA4",1
"P08865","RPSA",1
"P08651","NFIC",1
"P78410","BTN3A2",1
"Q86UX6","STK32C",1
"Q99551","MTERF1",1
"Q9H8J5","MANSC1",1
"Q9BSB4","ATG101",1
"Q9H741","SPRING1",1
"Q8N434","SVOPL",1
"Q8NHR7","TERB2",1
"Q9H1V8","SLC6A17",1
"Q9NSG2","C1orf112",1
"P41440","SLC19A1",1
"Q6P161","MRPL54",1
"Q9BXB1","LGR4",1
"Q9BYI3","FAM126A",1
"Q16558","KCNMB1",1
"Q8N129","CNPY4",1
"Q15726","KISS1",1
"Q9UBG3","CRNN",1
"P01270","PTH",1
"P56377","AP1S2",1
"Q13243","SRSF5",1
"P50150","GNG4",1
"Q8IUW5","RELL1",1
"Q16890","TPD52L1",1
"P51636","CAV2",1
"O95619","YEATS4",1
"Q13315","ATM",1
"Q92581","SLC9A6",1
"Q86Y78","LYPD6",1
"P40126","DCT",1
"Q96DR8","MUCL1",1
"O14950","MYL12A",1
"Q96S79","RASL10B",1
"Q9Y343","SNX24",1
"Q9HC77","CENPJ",1
"Q9NWD9","BEX4",1
"P09669","COX6C",1
"Q02641","CACNB1",1
"P27482","CALML3",1
"Q9UBR5","CKLF",1
"Q86SJ2","AMIGO2",1
"P0CW23","AKAIN1",1
"Q9UET6","FTSJ1",1
"Q9UK53","ING1",1
"Q99578","RIT2",1
"Q8WVI7","PPP1R1C",1
"P30304","CDC25A",1
"Q5TGY1","TMCO4",1
"Q6UXL0","IL20RB",1
"P60002","ELOF1",1
"Q03169","TNFAIP2",1
"Q15018","ABRAXAS2",1
"Q86TA1","MOB3B",1
"O60478","GPR137B",1
"Q8WZ75","ROBO4",1
"Q96BU1","S100PBP",1
"P35414","APLNR",1
"Q9H313","TTYH1",1
"P00995","SPINK1",1
"Q14331","FRG1",1
"Q8IV33","KIAA0825",1
"Q8N4G2","ARL14",1
"Q69YN4","VIRMA",1
"Q14183","DOC2A",1
"Q7Z5L7","PODN",1
"P98172","EFNB1",1
"P49748","ACADVL",1
"O95411","MYO18A",1
"P34741","SDC2",1
"O43543","XRCC2",1
"Q96M83","CCDC7",1
"Q9NUY8","TBC1D23",1
"Q99972","MYOC",1
"Q8WYA0","IFT81",1
"P62820","RAB1A",1
"Q969X5","ERGIC1",1
"O75914","PAK3",1
"Q9NNX1","TUFT1",1
"Q6FIF0","ZFAND6",1
"Q9Y5R8","TRAPPC1",1
"Q969Q1","TRIM63",1
"Q9Y483","MTF2",1
"Q96N20","ZNF75A",1
"Q9BPV8","P2RY13",1
"Q86XE5","HOGA1",1
"Q9ULT6","ZNRF3",1
"Q86WA6","BPHL",1
"P53803","POLR2K",1
"Q6ZMG9","CERS6",1
"A6NMX2","EIF4E1B",1
"Q9UNP9","PPIE",1
"Q3B7S5","SMIM21",1
"Q96NB1","CEP20",1
"P26718","KLRK1",1
"Q8WU39","MZB1",1
"O75607","NPM3",1
"P0CK97",NA,1
"O75643","SNRNP200",1
"Q96A47","ISL2",1
"Q9Y5Q6","INSL5",1
"Q01362","MS4A2",1
"O76090","BEST1",1
"Q9Y3A6","TMED5",1
"Q8TDR0","TRAF3IP1",1
"O43709","BUD23",1
"Q969Q5","RAB24",1
"Q09327","MGAT3",1
"O60516","EIF4EBP3",1
"Q9H008","LHPP",1
"Q5VZV1","METTL21C",1
"Q8TCT1","PHOSPHO1",1
"P61081","UBE2M",1
"Q9NQC3","RTN4",1
"Q9NYG8","KCNK4",1
"P30533","LRPAP1",1
"Q86VZ6","JAZF1",1
"Q7Z628","NET1",1
"P41220","RGS2",1
"P20339","RAB5A",1
"Q9Y3F4","STRAP",1
"A6NNF4","ZNF726",1
"Q13145","BAMBI",1
"P82912","MRPS11",1
"Q6Q8B3","CD200R1L",1
"Q96A22","C11orf52",1
"P22087","FBL",1
"Q12829","RAB40B",1
"Q86X83","COMMD2",1
"Q8IWZ4","TRIM48",1
"Q9H410","DSN1",1
"Q9UJZ1","STOML2",1
"Q9NQ31","AKIP1",1
"Q5T2D3","OTUD3",1
"P06276","BCHE",1
"Q16342","PDCD2",1
"Q96JY6","PDLIM2",1
"Q96PH6","DEFB118",1
"O75764","TCEA3",1
"Q15629","TRAM1",1
"P55259","GP2",1
"Q9UHW5","GPN3",1
"Q86YW5","TREML1",1
"P42685","FRK",1
"Q9BXG8","SPZ1",1
"Q12974","PTP4A2",1
"Q5U5X0","LYRM7",1
"Q9NZH6","IL37",1
"Q6DKI7","PVRIG",1
"Q96MT7","CFAP44",1
"Q9HBE4","IL21",1
"Q15072","ZNF146",1
"Q8N8D9",NA,1
"Q6QNK2","ADGRD1",1
"P56182","RRP1",1
"Q9H246","C1orf21",1
"Q14CZ0","C16orf72",1
"Q8TE77","SSH3",1
"Q9BRY0","SLC39A3",1
"Q96RL1","UIMC1",1
"O60931","CTNS",1
"Q9UL36","ZNF236",1
"Q9ULV8","CBLC",1
"Q9NPI1","BRD7",1
"O95801","TTC4",1
"Q9UBU7","DBF4",1
"Q9UPV0","CEP164",1
"Q9BQ13","KCTD14",1
"Q13868","EXOSC2",1
"P17658","KCNA6",1
"Q8N8E2","ZNF513",1
"Q96M61","MAGEB18",1
"Q9Y284","WDR83OS",1
"Q96G21","IMP4",1
"P00338","LDHA",1
"P22459","KCNA4",1
"Q9UBX5","FBLN5",1
"Q96CP6","GRAMD1A",1
"Q8TEV9","SMCR8",1
"O43365","HOXA3",1
"P05412","JUN",1
"Q9UPW0","FOXJ3",1
"Q5T230","UTF1",1
"Q96JZ2","HSH2D",1
"Q13387","MAPK8IP2",1
"A6BM72","MEGF11",1
"P48643","CCT5",1
"Q9BU19","ZNF692",1
"O43745","CHP2",1
"P30050","RPL12",1
"Q9GZQ6","NPFFR1",1
"O95336","PGLS",1
"O14545","TRAFD1",1
"Q7Z434","MAVS",1
"Q8N653","LZTR1",1
"Q8NA82","MARCHF10",1
"Q04743","EMX2",1
"Q9Y217","MTMR6",1
"Q9NUN5","LMBRD1",1
"O00425","IGF2BP3",1
"Q13451","FKBP5",1
"Q96HY7","DHTKD1",1
"Q9UBS8","RNF14",1
"Q9H2R5","KLK15",1
"P35321","SPRR1A",1
"Q9H4L4","SENP3",1
"Q709F0","ACAD11",1
"Q9NRW7","VPS45",1
"O43566","RGS14",1
"Q5HYK7","SH3D19",1
"P23527","H2BC17",1
"P60896","SEM1",1
"Q7Z5H3","ARHGAP22",1
"Q8N2G4","LYPD1",1
"P09629","HOXB7",1
"Q63HQ0","AP1AR",1
"Q4L180","FILIP1L",1
"Q96PX8","SLITRK1",1
"Q9BUT1","BDH2",1
"Q9Y3E7","CHMP3",1
"Q7Z6L1","TECPR1",1
"Q96KD3","GARIN1B",1
"P61981","YWHAG",1
"Q8WV37","ZNF480",1
"Q9BS18","ANAPC13",1
"Q8NDX1","PSD4",1
"Q8TC21","ZNF596",1
"P12956","XRCC6",1
"P51449","RORC",1
"Q9UNT1","RABL2B",1
"A6NGK3",NA,1
"Q96HU1","SGSM3",1
"Q8IYP9","ZDHHC23",1
"Q99502","EYA1",1
"Q9UJ83","HACL1",1
"Q9UKA1","FBXL5",1
"P12074","COX6A1",1
"O43683","BUB1",1
"P10242","MYB",1
"Q13144","EIF2B5",1
"P12277","CKB",1
"Q05513","PRKCZ",1
"Q9NPI8","FANCF",1
"O14924","RGS12",1
"O14908","GIPC1",1
"P41212","ETV6",1
"Q14139","UBE4A",1
"Q6XYB7","LBX2",1
"Q9NRF8","CTPS2",1
"Q8TCP9","FAM200A",1
"P43490","NAMPT",1
"Q6P9B9","INTS5",1
"P30613","PKLR",1
"Q99933","BAG1",1
"Q6NW29","RWDD4",1
"Q8TED9","AFAP1L1",1
"Q5BJH7","YIF1B",1
"P27348","YWHAQ",1
"P19532","TFE3",1
"P26641","EEF1G",1
"O60828","PQBP1",1
"Q8N1G0","ZNF687",1
"Q9UNN5","FAF1",1
"Q6PEV8","FAM199X",1
"Q9HD89","RETN",1
"Q9Y5Q3","MAFB",1
"Q9H1K0","RBSN",1
"Q969M3","YIPF5",1
"O95747","OXSR1",1
"Q16143","SNCB",1
"O00267","SUPT5H",1
"Q92519","TRIB2",1
"Q9BV57","ADI1",1
"O43402","EMC8",1
"Q9BXV9","GON7",1
"Q9BRD0","BUD13",1
"Q9UJW3","DNMT3L",1
"Q8NG27","PJA1",1
"Q9NZZ3","CHMP5",1
"P31268","HOXA7",1
"O14668","PRRG1",1
"Q9UHY8","FEZ2",1
"Q9Y6Q1","CAPN6",1
"Q9Y450","HBS1L",1
"O14627","CDX4",1
"Q8IYT3","CCDC170",1
"Q99708","RBBP8",1
"P31260","HOXA10",1
"O75689","ADAP1",1
"Q6UWR7","ENPP6",1
"Q92806","KCNJ9",1
"Q9H2B4","SLC26A1",1
"Q86WR0","CCDC25",1
"Q9BR10","SPATA25",1
"Q5T447","HECTD3",1
"P08887","IL6R",1
"Q9UIG5","PSORS1C1",1
"Q9NVR7","TBCCD1",1
"Q9NRF2","SH2B1",1
"Q8NDV1","ST6GALNAC3",1
"Q9H2F5","EPC1",1
"Q9H1D9","POLR3F",1
"Q3KQZ1","SLC25A35",1
"Q6NUM6","TYW1B",1
"O00273","DFFA",1
"Q9NV79","PCMTD2",1
"Q8TB05","UBALD1",1
"Q5TYM5","FAM72A",1
"P31350","RRM2",1
"Q15828","CST6",1
"Q96FZ7","CHMP6",1
"Q9Y314","NOSIP",1
"Q9UL19","PLAAT4",1
"Q9Y2B1","RXYLT1",1
"Q6UXB3","LYPD2",1
"Q99871","HAUS7",1
"Q8N4Z0","RAB42",1
"Q969F1","GTF3C6",1
"Q9H9A6","LRRC40",1
"P42574","CASP3",1
"Q7Z444","ERAS",1
"O94806","PRKD3",1
"Q96RI9","TAAR9",1
"Q9H0U4","RAB1B",1
"Q96FX7","TRMT61A",1
"O00213","APBB1",1
"Q8TC29","ENKUR",1
"Q6P9A3","ZNF549",1
"Q18PE1","DOK7",1
"P51460","INSL3",1
"P78381","SLC35A2",1
"Q5JTY5","CBWD5",1
"Q9NV35","NUDT15",1
"P30838","ALDH3A1",1
"O14645","DNALI1",1
"Q8IW50","FAM219A",1
"Q9HC44","GPBP1L1",1
"Q9H6L5","RETREG1",1
"P48145","NPBWR1",1
"Q9NSD9","FARSB",1
"Q9BPZ3","PAIP2",1
"Q8N4V2","SVOP",1
"Q8NCR0","B3GALNT2",1
"O75908","SOAT2",1
"Q8IY67","RAVER1",1
"Q8TDN7","ACER1",1
"Q8N0U4","FAM185A",1
"Q9Y698","CACNG2",1
"P28358","HOXD10",1
"Q8N5T2","TBC1D19",1
"Q5TZ20","OR2G6",1
"Q96IW2","SHD",1
"P30990","NTS",1
"A6XGL0","YJEFN3",1
"P13521","SCG2",1
"Q9UBP4","DKK3",1
"O76094","SRP72",1
"Q9BYJ0","FGFBP2",1
"Q9H361","PABPC3",1
"Q8WU08","STK32A",1
"Q8WZA0","LZIC",1
"Q9H8M2","BRD9",1
"P51575","P2RX1",1
"Q6ZNG9","KRBA2",1
"P41439","FOLR3",1
"Q5H9L4","TAF7L",1
"P10523","SAG",1
"O43301","HSPA12A",1
"Q9H069","DRC3",1
"P16035","TIMP2",1
"Q96LM9","C20orf173",1
"B2RV13","CFAP97D1",1
"O94992","HEXIM1",1
"O43513","MED7",1
"Q9UBQ5","EIF3K",1
"O75290","ZNF780A",1
"Q68D51","DENND2C",1
"Q9UDY4","DNAJB4",1
"P04553","PRM1",1
"Q6P1S2","C3orf33",1
"Q9UPW6","SATB2",1
"P60022","DEFB1",1
"Q8IYI0","SHLD1",1
"Q5QGZ9","CLEC12A",1
"A6NKD2","TSPY2",1
"Q5FWF6","ZNF789",1
"Q96JA1","LRIG1",1
"Q9Y4D7","PLXND1",1
"Q96FL8","SLC47A1",1
"Q96PX6","CCDC85A",1
"P17030","ZNF25",1
"Q6P1M0","SLC27A4",1
"Q8WW59","SPRYD4",1
"P0DN86","CGB3",1
"Q9NZS9","BFAR",1
"Q6ZVN8","HJV",1
"P04234","CD3D",1
"Q9NQV5","PRDM11",1
"Q9P2W7","B3GAT1",1
"Q8WXH5","SOCS4",1
"Q9HCU9","BRMS1",1
"Q8N365","CIART",1
"Q99638","RAD9A",1
"P11226","MBL2",1
"P81605","DCD",1
"Q9UHK0","NUFIP1",1
"P24311","COX7B",1
"Q9UN88","GABRQ",1
"Q6UW60","PCSK4",1
"Q9NP74","PALMD",1
"Q16552","IL17A",1
"Q92913","FGF13",1
"Q9Y5L5","LENEP",1
"E9PI22","PRR23D1",1
"Q6NXT4","SLC30A6",1
"O75582","RPS6KA5",1
"Q86XR7","TICAM2",1
"P47211","GALR1",1
"P04000",NA,1
"P16234","PDGFRA",1
"Q9HCL3","ZFP14",1
"Q96RA2","OR7D2",1
"Q7Z304","MAMDC2",1
"Q9NXI6","RNF186",1
"Q5QJU3","ACER2",1
"Q96SW2","CRBN",1
"Q8WXT5","FOXD4L4",1
"Q86V24","ADIPOR2",1
"Q9ULE3","DENND2A",1
"Q8WWZ1","IL1F10",1
"Q9Y5L4","TIMM13",1
"Q6PIW4","FIGNL1",1
"O43674","NDUFB5",1
"O75037","KIF21B",1
"Q6IQ32","ADNP2",1
"Q8NET6","CHST13",1
"Q9GZS3","WDR61",1
"Q9P055","JKAMP",1
"P30048","PRDX3",1
"Q9BPX7","C7orf25",1
"Q9H426","RIMS4",1
"Q12906","ILF3",1
"Q86SE9","PCGF5",1
"O75521","ECI2",1
"Q9ULK6","RNF150",1
"Q96LB0","MRGPRX3",1
"Q9BV44","THUMPD3",1
"Q13410","BTN1A1",1
"P17861","XBP1",1
"Q5JTZ5","C9orf152",1
"Q9BT81","SOX7",1
"P0DP42","TMEM225B",1
"Q9UNL2","SSR3",1
"Q9Y3C7","MED31",1
"P53350","PLK1",1
"Q9C0C6","CIPC",1
"Q9Y2U2","KCNK7",1
"Q14512","FGFBP1",1
"Q8TC27","ADAM32",1
"O60337","MARCHF6",1
"Q9Y244","POMP",1
"P52798","EFNA4",1
"Q9C075","KRT23",1
"Q5SZD1","C6orf141",1
"Q86W33","TPRA1",1
"Q9NQT5","EXOSC3",1
"O95232","LUC7L3",1
"Q96QR1","SCGB3A1",1
"Q16775","HAGH",1
"Q5I0X7","TTC32",1
"Q14642","INPP5A",1
"Q96LD8","SENP8",1
"Q9BRT6","LLPH",1
"Q9ULD4","BRPF3",1
"P17181","IFNAR1",1
"Q7RTX7","CATSPER4",1
"P06213","INSR",1
"Q6UX04","CWC27",1
"Q8TEY5","CREB3L4",1
"P83881","RPL36A",1
"P02655","APOC2",1
"Q9BV29","CCDC32",1
"Q03112","MECOM",1
"Q70Z53","FRA10AC1",1
"Q6UXU4","GSG1L",1
"P01906","HLA-DQA2",1
"P10767","FGF6",1
"Q9BZE4","GTPBP4",1
"Q6ZMT1","STAC2",1
"Q86XA9","HEATR5A",1
"Q92905","COPS5",1
"Q7Z569","BRAP",1
"Q13324","CRHR2",1
"Q460N3","PARP15",1
"Q9H0T7","RAB17",1
"Q9BU02","THTPA",1
"Q9NZL6","RGL1",1
"Q9Y224","RTRAF",1
"Q6EBC2","IL31",1
"Q6DN72","FCRL6",1
"Q9UHD1","CHORDC1",1
"Q8N1E6","FBXL14",1
"O15245","SLC22A1",1
"P05015","IFNA16",1
"Q86UY6","NAA40",1
"P63173","RPL38",1
"Q14500","KCNJ12",1
"Q16281","CNGA3",1
"Q9GZP1","NRSN2",1
"Q9UBC1","NFKBIL1",1
"Q8WUD4","CCDC12",1
"P07738","BPGM",1
"Q9H2A3","NEUROG2",1
"Q9UKY0","PRND",1
"Q8N2I9","STK40",1
"Q96NR8","RDH12",1
"Q96M53","TBATA",1
"Q8TDV2","GPR148",1
"P05386","RPLP1",1
"Q96NY8","NECTIN4",1
"Q9H1A3","METTL9",1
"Q13627","DYRK1A",1
"Q86WA9","SLC26A11",1
"Q53HC9","EIPR1",1
"Q8IXM3","MRPL41",1
"Q8N565","MREG",1
"P51825","AFF1",1
"Q9NXL2","ARHGEF38",1
"O95251","KAT7",1
"O60469","DSCAM",1
"Q8WWL2","SPIRE2",1
"P17643","TYRP1",1
"Q8TDV5","GPR119",1
"P18545","PDE6G",1
"Q9H3Y6","SRMS",1
"O94991","SLITRK5",1
"Q9UJP4","KLHL21",1
"P19429","TNNI3",1
"P62266","RPS23",1
"Q6P050","FBXL22",1
"Q96QT6","PHF12",1
"Q69YN2","CWF19L1",1
"Q3SY56","SP6",1
"Q7Z7J7","LHFPL4",1
"P82933","MRPS9",1
"Q9ULX3","NOB1",1
"Q9P2M4","TBC1D14",1
"Q9BX66","SORBS1",1
"Q9C0D3","ZYG11B",1
"Q9NPG8","ZDHHC4",1
"P01303","NPY",1
"Q6ZR62","RTL4",1
"E0CX11","STMP1",1
"Q8N0Z2","ABRA",1
"Q9NVV0","TMEM38B",1
"Q86XT2","VPS37D",1
"O14904","WNT9A",1
"Q9Y5K1","SPO11",1
"Q9H0I3","CCDC113",1
"Q9NS26","SPANXA1",1
"P59665","DEFA1",1
"Q9Y5U5","TNFRSF18",1
"Q9H1H9","KIF13A",1
"P08253","MMP2",1
"Q9H3U7","SMOC2",1
"Q92613","JADE3",1
"Q96I24","FUBP3",1
"Q96M69","LRGUK",1
"Q5I0X4","C6orf226",1
"Q8NEZ5","FBXO22",1
"P49736","MCM2",1
"P06307","CCK",1
"P23526","AHCY",1
"Q68EN5","KIAA0895L",1
"Q8N9R6","CDRT4",1
"O15467","CCL16",1
"Q05209","PTPN12",1
"Q8N878","FRMD1",1
"Q9BYX2","TBC1D2",1
"Q9NRS6","SNX15",1
